"Domain","MBFC factual","Site Rank","Year online","Name","Media Bias/Fact Check URL","Wikipedia","MBFC","lang","MisinfoMe","Logically","Our.news","URL","✓"
"newnation.org","very-low","1929909","1998","New Nation News","https://mediabiasfactcheck.com/new-nation-news/","","FN","en","-0.2","low","","http://newnation.org/","↗"
"newsexaminer.net","low","2892385","2014","NewsExaminer.net","https://mediabiasfactcheck.com/newsexaminer-net/","https://en.wikipedia.org/wiki/List_of_fake_news_websites","FN","en","","low","","https://newsexaminer.net/","↗"
"newsfeedhunter.com","low","20000000","2018","News Feed Hunter","https://mediabiasfactcheck.com/news-feed-hunter/","","FN","en","-1.0","low","Problematic","https://newsfeedhunter.com/","↗"
"newsheist.com","low","6804930","2014","News Heist","https://mediabiasfactcheck.com/news-heist/","","FN","en","0.0","medium","","https://newsheist.com/","↗"
"newshourfirst.com","low","1092619","2020","News Hour First","https://mediabiasfactcheck.com/news-hour-first/","","FN","en","-0.6","unknown","","https://newshourfirst.com/","↗"
"newsinsideout.com","low","1684680","2014","News Inside Out","https://mediabiasfactcheck.com/newsinsideout-com/","","CP","en","0.0","low","Problematic","https://newsinsideout.com/","↗"
"newspunch.com","very-low","158612","2004","News Punch","https://mediabiasfactcheck.com/news-punch/","https://en.wikipedia.org/wiki/NewsPunch","FN","en","-0.9","low","Problematic","https://newspunch.com/","↗"
"newspushed.com","low","362232","2020","News Pushed","https://mediabiasfactcheck.com/news-pushed/","","FN","en","0.0","low","","https://newspushed.com/","↗"
"newstarget.com","low","143501","1996","News Target","https://mediabiasfactcheck.com/news-target/","https://en.wikipedia.org/wiki/Natural_News","CP","en","-0.8","low","Problematic","https://newstarget.com/","↗"
"newsview.gr","very-low","435530","","Newsview","https://mediabiasfactcheck.com/newsview/","","FN","en","-0.9","unknown","","https://www.newsview.gr/","↗"
"newswars.com","low","63937","2009","NewsWars","https://mediabiasfactcheck.com/newswars/","","FN","en","-1.0","low","Unverified","https://www.newswars.com/","↗"
"newswithviews.com","low","196438","2001","News with Views","https://mediabiasfactcheck.com/news-with-views/","","FN","en","-0.1","low","Unverified","https://newswithviews.com/","↗"
"noqreport.com","low","39130","2017","NOQ Report","https://mediabiasfactcheck.com/noq-report/","","FN","en","-0.6","medium","","https://noqreport.com/","↗"
"notallowedto.com","low","978627","2014","Not Allowed to","https://mediabiasfactcheck.com/not-allowed-to/","","FN","en","-0.9","low","Problematic","https://notallowedto.com/","↗"
"notrickszone.com","low","521247","2010","NoTricksZone","https://mediabiasfactcheck.com/notrickszone/","","CP","en","-0.8","low","Problematic","https://notrickszone.com/","↗"
"now8news.com","very-low","1741848","2015","Now8News","https://mediabiasfactcheck.com/now8news/","https://en.wikipedia.org/wiki/List_of_fake_news_websites","FN","en","-1.0","low","Problematic","https://now8news.com/","↗"
"nowtheendbegins.com","low","70636","2015","Now The End Begins","https://mediabiasfactcheck.com/now-the-end-begins/","","CP","en","-0.7","low","Problematic","https://www.nowtheendbegins.com/","↗"
"npr.news","very-low","5528157","2015","NPR News","https://mediabiasfactcheck.com/npr-news-natural-news/","","CP","en","-0.6","low","","https://npr.news/","↗"
"nrlc.org","low","1688241","","National Right to Life Committee","https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/","https://en.wikipedia.org/wiki/National_Right_to_Life_Committee","FN","en","0.7","low","","https://www.nrlc.org/","↗"
"nutrientreference.com","very-low","1073225","2006","NutrientReference.com","https://mediabiasfactcheck.com/nutrientreference-com/","","CP","en","0.2","low","","https://nutrientreference.com/","↗"
"nvic.org","low","169286","2003","National Vaccine Information Institute","https://mediabiasfactcheck.com/national-vaccine-information-center-nvic/","https://en.wikipedia.org/wiki/National_Vaccine_Information_Center","CP","en","-0.3","low","Problematic","https://www.nvic.org/","↗"
"oann.com","low","44743","2004","One America News Network","https://mediabiasfactcheck.com/one-america-news-network/","https://en.wikipedia.org/wiki/One_America_News_Network","FN","en","-0.4","medium","Problematic","https://www.oann.com/","↗"
"oathkeepers.org","low","285785","","Oath Keepers","https://mediabiasfactcheck.com/oath-keepers/","https://en.wikipedia.org/wiki/Oath_Keepers","FN","en","-0.4","low","Unverified","https://oathkeepers.org/","↗"
"occupydemocrats.com","low","1078213","2012","Occupy Democrats","https://mediabiasfactcheck.com/occupy-democrats/","https://en.wikipedia.org/wiki/Occupy_Democrats","FN","en","-0.2","low","Problematic","https://occupydemocrats.com/","↗"
"organicconsumers.org","low","159175","1998","Organic Consumers Association","https://mediabiasfactcheck.com/organic-consumers-association/","https://en.wikipedia.org/wiki/Organic_Consumers_Association","CP","en","-0.1","low","Problematic","https://www.organicconsumers.org/","↗"
"other98.com","low","1203733","2010","The Other 98%","https://mediabiasfactcheck.com/the-other-98/","","FN","en","-0.1","unknown","","https://other98.com/","↗"
"outragedpatriot.com","low","225821","2019","Outraged Patriot","https://mediabiasfactcheck.com/outraged-patriot/","","FN","en","0.0","unknown","","https://outragedpatriot.com/","↗"
"oye.news","low","1793791","2016","OYE News","https://mediabiasfactcheck.com/oye-news/","","CP","en","0.0","low","Problematic","https://oye.news/","↗"
"pacificpundit.com","low","718857","2012","Pacific Pundit","https://mediabiasfactcheck.com/pacific-pundit/","","FN","en","0.0","low","","https://www.pacificpundit.com/","↗"
"pakalertpress.com","low","5023384","2009","Pak Alert Press","https://mediabiasfactcheck.com/pak-alert-press/","","CP","en","-0.6","low","","https://www.pakalertpress.com/","↗"
"pandemic.news","very-low","227086","2018","Pandemic News","https://mediabiasfactcheck.com/pandemic-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://pandemic.news/","↗"
"pantsonfirenews.com","low","344493","2019","Pants on Fire News","https://mediabiasfactcheck.com/pants-on-fire-news/","","FN","en","0.0","low","","https://pantsonfirenews.com/","↗"
"parler.com","low","816","1998","Parler","https://mediabiasfactcheck.com/parler/","https://en.wikipedia.org/wiki/Parler","FN","en","-0.7","unknown","Platform","https://parler.com/","↗"
"patribotics.blog","low","402918","","Patribotics Blog","https://mediabiasfactcheck.com/patribotics-blog/","https://en.wikipedia.org/wiki/Patribotics","FN","en","-0.7","low","","https://patribotics.blog/","↗"
"patriotfetch.com","low","385886","2021","Patriot Fetch","https://mediabiasfactcheck.com/patriot-fetch-bias/","","FN","en","0.6","unknown","","https://patriotfetch.com/","↗"
"patriotfires.com","low","18546520","2016","Patriot Fires","https://mediabiasfactcheck.com/patriot-fires/","","FN","en","0.0","low","","https://www.patriotfires.com/","↗"
"patriotfront.us","very-low","3998368","2018","Patriot Front","https://mediabiasfactcheck.com/vanguard-america/","https://en.wikipedia.org/wiki/Patriot_Front","FN","en","-1.0","low","","https://patriotfront.us/","↗"
"patrioticviralnews.com","low","382673","2016","Patriotic Viral News","https://mediabiasfactcheck.com/patriotic-viral-news/","","FN","en","0.0","low","","https://www.patrioticviralnews.com/","↗"
"patriots4truth.org","very-low","1774180","2017","Patriots For Truth","https://mediabiasfactcheck.com/patriots-for-truth/","","CP","en","-0.9","low","","https://patriots4truth.org/","↗"
"pcmustdie.com","low","1586293","2019","PC Must Die News","https://mediabiasfactcheck.com/pc-must-die-news/","","FN","en","0.0","low","","https://pcmustdie.com/","↗"
"pdmj.org","very-low","668616","2015","Primary Doctor Medical Journal","https://mediabiasfactcheck.com/primary-doctor-medical-journal/","","CP","en","0.0","unknown","","https://pdmj.org/","↗"
"personalinterpretation.com","low","7968385","2020","Personal Interpretation","https://mediabiasfactcheck.com/personal-interpretation/","","FN","en","-0.6","unknown","","https://www.personalinterpretation.com/","↗"
"personalliberty.com","low","785189","","Personal Liberty","https://mediabiasfactcheck.com/personal-liberty/","","FN","en","0.5","low","Unverified","https://personalliberty.com/","↗"
"political-discussion.com","low","5062616","2017","PoliticalDiscussion","https://mediabiasfactcheck.com/politicaldiscussion/","","FN","en","-0.6","low","","http://www.political-discussion.com/","↗"
"politicsonline.net","low","4352561","2019","PoliticsOnline.Net","https://mediabiasfactcheck.com/free-speech-time/","","FN","en","-1.0","unknown","Unverified","http://www.politicsonline.net/","↗"
"politifact.news","low","16319992","","Poltifact News","https://mediabiasfactcheck.com/politifact-news/","","FN","en","0.0","low","","https://politifact.news/","↗"
"pollution.news","very-low","1392194","","Pollution News","https://mediabiasfactcheck.com/pollution-news/","","CP","en","0.0","low","","https://www.pollution.news/","↗"
"pop.org","low","622251","1996","Population Research Institute","https://mediabiasfactcheck.com/population-research-institute/","https://en.wikipedia.org/wiki/Population_Research_Institute","FN","en","0.2","low","","https://www.pop.org/","↗"
"populist.press","low","20077","","Populist Press","https://mediabiasfactcheck.com/populist-press/","","FN","en","-0.1","unknown","","https://populist.press/","↗"
"powderedwigsociety.com","low","1281466","2013","Powdered Wig Society","https://mediabiasfactcheck.com/powdered-wig-society/","","FN","en","0.0","low","Problematic","https://powderedwigsociety.com/","↗"
"prageru.com","low","70515","","PragerU","https://mediabiasfactcheck.com/prageru/","https://en.wikipedia.org/wiki/PragerU","FN","en","-0.7","low","Unverified","https://www.prageru.com/","↗"
"pravdareport.com","very-low","95427","2015","Pravda Report","https://mediabiasfactcheck.com/pravda-report/","https://en.wikipedia.org/wiki/Pravda","FN","en","-0.7","low","","https://www.pravdareport.com/","↗"
"prepareforchange.net","low","150007","2013","Prepare for Change","https://mediabiasfactcheck.com/prepare-for-change/","","CP","en","0.2","low","Problematic","https://prepareforchange.net/","↗"
"presscalifornia.com","very-low","106716","2017","Press California","https://mediabiasfactcheck.com/press-california-bias/","","FN","en","0.0","unknown","","https://presscalifornia.com/","↗"
"presstv.com","low","9605","2002","Press TV","https://mediabiasfactcheck.com/press-tv/","https://en.wikipedia.org/wiki/Press_TV","FN","en","-0.3","low","Problematic","https://www.presstv.com/","↗"
"principia-scientific.com","low","113087","2019","Principia Scientific","https://mediabiasfactcheck.com/principia-scientific-international/","","CP","en","0.0","unknown","Unverified","https://principia-scientific.com/","↗"
"principia-scientific.org","low","445805","","Principia Scientific International","https://mediabiasfactcheck.com/principia-scientific-international/","","CP","en","0.1","low","Problematic","https://principia-scientific.org/","↗"
"prisonplanet.com","very-low","62113","2001","Prison Planet","https://mediabiasfactcheck.com/prison-planet/","https://en.wikipedia.org/wiki/Alex_Jones","CP","en","0.2","low","Problematic","https://www.prisonplanet.com/","↗"
"prntly.com","low","623406","2014","Prntly","https://mediabiasfactcheck.com/prntly/","https://en.wikipedia.org/wiki/Prntly","FN","en","-0.9","low","Problematic","https://prntly.com/","↗"
"profam.org","low","8988247","1997","International Organization for the Family","https://mediabiasfactcheck.com/international-organization-for-the-family-iof/","","FN","en","0.0","unknown","","https://profam.org/","↗"
"progressivestoday.com","low","20000000","","Progressives Today","https://mediabiasfactcheck.com/progressives-today/","","FN","en","-0.3","low","","https://progressivestoday.com/","↗"
"prophecynewswatch.com","low","236817","2002","Prophecy News Watch","https://mediabiasfactcheck.com/prophecy-news-watch/","","CP","en","0.5","low","Problematic","http://prophecynewswatch.com/","↗"
"prophecytoday.com","low","1021648","1998","Prophecy Today","https://mediabiasfactcheck.com/prophecy-today/","","CP","en","0.2","low","Problematic","https://prophecytoday.com/","↗"
"protrumpnews.com","low","218607","2019","Pro Trump News","https://mediabiasfactcheck.com/pro-trump-news/","","FN","en","0.6","low","","https://protrumpnews.com/","↗"
"qanon.pub","very-low","44694","2018","Q","https://mediabiasfactcheck.com/qanon-pub/","","CP","en","-0.8","low","Problematic","https://qanon.pub/","↗"
"rairfoundation.com","low","101559","2016","RAIR Foundation USA","https://mediabiasfactcheck.com/rair-foundation-usa/","","FN","en","0.6","unknown","","https://rairfoundation.com/","↗"
"randpaul.news","very-low","20000000","","RandPaul.News","https://mediabiasfactcheck.com/randpaul-news/","","CP","en","-0.6","low","","https://randpaul.news/","↗"
"rapturenewsnetwork.com","low","4761272","2016","Rapture News Network","https://mediabiasfactcheck.com/rapture-news-network/","","CP","en","0.0","low","Problematic","https://www.rapturenewsnetwork.com/","↗"
"realclimatescience.com","low","299724","2015","Real Climate Science","https://mediabiasfactcheck.com/real-climate-science/","","CP","en","-0.8","low","Problematic","https://realclimatescience.com/","↗"
"realconservativesunite.com","low","20000000","2016","Real Conservatives Unite","https://mediabiasfactcheck.com/real-conservatives-unite/","","FN","en","","unknown","","https://realconservativesunite.com/","↗"
"realfarmacy.com","low","85569","2013","REALfarmacy.com","https://mediabiasfactcheck.com/realfarmacy/","","CP","en","-0.6","low","Problematic","https://realfarmacy.com/","↗"
"realjewnews.com","very-low","432297","2007","Real Jew News","https://mediabiasfactcheck.com/real-jew-news/","","CP","en","0.0","low","Problematic","https://realjewnews.com/","↗"
"realnews24.com","low","2902001","","Real News 24","https://mediabiasfactcheck.com/real-news-24/","","CP","en","0.2","low","Problematic","http://www.realnews24.com/","↗"
"redice.tv","low","172575","2014","Red Ice TV","https://mediabiasfactcheck.com/red-ice-tv/","https://en.wikipedia.org/wiki/Red_Ice","FN","en","-0.9","low","","https://redice.tv/","↗"
"redstatewatcher.com","low","87773","2015","Red State Watcher","https://mediabiasfactcheck.com/red-state-watcher/","","FN","en","-1.0","low","Problematic","http://redstatewatcher.com/","↗"
"redvoicemedia.com","low","50767","","Red Voice Media","https://mediabiasfactcheck.com/red-voice-media/","","FN","en","-0.6","unknown","","https://www.redvoicemedia.com/","↗"
"redwhiteandright.com","low","8531849","2016","Red, White and Right","https://mediabiasfactcheck.com/red-white-and-right/","","FN","en","0.0","low","","https://redwhiteandright.com/","↗"
"reformedmedia.net","low","935495","2011","Reformed Media","https://mediabiasfactcheck.com/reformed-media-bias/","","FN","en","","unknown","","https://reformedmedia.net/","↗"
"remnantnewspaper.com","low","369830","2014","The Remnant Newspaper","https://mediabiasfactcheck.com/the-remnant-magazine/","https://en.wikipedia.org/wiki/The_Remnant_(newspaper)","FN","en","0.3","unknown","","https://remnantnewspaper.com/web/index.php","↗"
"renewamerica.com","low","493605","","Renew America","https://mediabiasfactcheck.com/renew-america/","https://en.wikipedia.org/wiki/Alan_Keyes","FN","en","-0.1","—","","https://www.renewamerica.com/","↗"
"rense.com","very-low","40996","1999","Rense","https://mediabiasfactcheck.com/rense/","https://en.wikipedia.org/wiki/Jeff_Rense","CP","en","0.0","low","Problematic","https://rense.com/","↗"
"researchantisemitism.ca","low","20000000","2017","Center for Research of Radicalism and National Security","https://mediabiasfactcheck.com/centre-for-research-of-radicalism-and-national-security-crrns/","","FN","en","0.0","low","","http://researchantisemitism.ca/","↗"
"returnofkings.com","low","27269","2012","Return of Kings","https://mediabiasfactcheck.com/return-of-kings/","","FN","en","0.0","unknown","","https://www.returnofkings.com/","↗"
"returntonow.net","low","73190","2019","Return to Now","https://mediabiasfactcheck.com/return-to-now/","","CP","en","0.0","low","Problematic","https://returntonow.net/","↗"
"revolutionradio.org","low","2550078","2003","Revolution Radio","https://mediabiasfactcheck.com/revolution-radio/","","CP","en","-0.8","low","Problematic","http://revolutionradio.org/","↗"
"righterway.com","low","20000000","2017","Righter Way","https://mediabiasfactcheck.com/righter-way/","","FN","en","0.0","low","","https://righterway.com/","↗"
"rightsidenews.com","low","1164585","2007","Right Side News","https://mediabiasfactcheck.com/right-side-news/","","FN","en","0.7","unknown","","https://rightsidenews.com/","↗"
"rightwing.news","low","2311878","2018","Right Wing News","https://mediabiasfactcheck.com/right-wing-news-rightwing-news/","","FN","en","0.0","low","","https://rightwing.news/","↗"
"rightwingnews.com","low","385679","2000","Right Side News","https://mediabiasfactcheck.com/right-wing-news/","","FN","en","0.2","unknown","Unverified","https://rightwingnews.com/","↗"
"rightwingtribune.com","low","320218","2015","Right Wing Tribune","https://mediabiasfactcheck.com/right-wing-tribune/","","FN","en","-1.0","low","Problematic","https://rightwingtribune.com/","↗"
"rinf.com","low","1537065","2003","RINF","https://mediabiasfactcheck.com/rinf/","https://en.wikipedia.org/wiki/RINF","FN","en","0.1","low","","https://rinf.com/alt-news/","↗"
"ripostelaique.com","very-low","1236985","2007","Riposte Laique","https://mediabiasfactcheck.com/riposte-laique-bias/","","FN","fr","-0.9","unknown","Problematic","https://ripostelaique.com/","↗"
"rodong.rep.kp","very-low","73293","","Rodong Sinmun (North Korea)","https://mediabiasfactcheck.com/rodong-sinmun-north-korea/","https://en.wikipedia.org/wiki/Rodong_Sinmun","FN","ko","","unknown","","http://rodong.rep.kp/","↗"
"roguereview.net","low","1096604","2019","Rogue Review","https://mediabiasfactcheck.com/rogue-review-bias/","","FN","en","","unknown","","https://www.roguereview.net/","↗"
"rsbnetwork.com","low","96642","2016","Right Side Broascasting Network","https://mediabiasfactcheck.com/right-side-broadcasting-network-rsbn/","","FN","en","-0.3","unknown","","https://rsbnetwork.com/","↗"
"rt.com","very-low","294","1991","RT News","https://mediabiasfactcheck.com/rt-news/","https://en.wikipedia.org/wiki/RT_(TV_network)","FN","en","0.0","low","Problematic","https://www.rt.com/","↗"
"rumble.com","low","1304","1998","Rumble","https://mediabiasfactcheck.com/rumble/","https://en.wikipedia.org/wiki/Rumble_(website)","FN","en","-0.8","unknown","","https://rumble.com/","↗"
"rushlimbaugh.com","very-low","31084","1995","The Rush Limbaugh Show","https://mediabiasfactcheck.com/rushlimbaugh-com/","https://en.wikipedia.org/wiki/The_Rush_Limbaugh_Show","FN","en","-0.8","low","Problematic","https://www.rushlimbaugh.com/","↗"
"russia-insider.com","low","22909","2014","Russia Insider","https://mediabiasfactcheck.com/russia-insider/","https://en.wikipedia.org/wiki/Russia_Insider","FN","en","-0.9","low","","https://russia-insider.com/en","↗"
"sanevax.org","low","1527914","","SaneVax","https://mediabiasfactcheck.com/sanevax/","","CP","en","-0.3","low","Problematic","https://sanevax.org/","↗"
"santeplusmag.com","low","92479","2014","Sante Plus Magazine","https://mediabiasfactcheck.com/sante-plus-magazine/","","CP","fr","-0.8","unknown","","https://www.santeplusmag.com/","↗"
"savethemales.ca","low","857663","2001","Henry Makow","https://mediabiasfactcheck.com/henry-makow-savethemales-ca/","","CP","en","0.4","low","Problematic","https://www.savethemales.ca/","↗"
"science.news","very-low","2584116","2017","Science.news","https://mediabiasfactcheck.com/science-news-2/","","CP","en","-0.4","low","Problematic","https://science.news/","↗"
"secondamendmentdaily.com","low","402550","2017","2nd Amendment Daily News","https://mediabiasfactcheck.com/2nd-amendment-daily-news/","","FN","en","0.0","low","","https://www.secondamendmentdaily.com/","↗"
"sgtreport.com","low","81343","2010","SGT Report","https://mediabiasfactcheck.com/sgt-report/","","CP","en","0.3","low","Problematic","https://www.sgtreport.com/","↗"
"sheepkillers.com","low","20000000","2008","Sheep Killers","https://mediabiasfactcheck.com/sheep-killers/","","CP","en","-1.0","low","Problematic","http://sheepkillers.com/","↗"
"shoebat.com","low","234007","2004","Shoebat","https://mediabiasfactcheck.com/shoebat/","https://en.wikipedia.org/wiki/Walid_Shoebat","CP","en","-0.8","low","Problematic","https://shoebat.com/","↗"
"shtfplan.com","low","71239","2009","SHTFplan.com","https://mediabiasfactcheck.com/shtfplan-com/","","FN","en","-0.3","low","Unverified","https://www.shtfplan.com/","↗"
"sickchirpse.com","very-low","184898","2010","Sick Chirpse","https://mediabiasfactcheck.com/sick-chirpse/","","FN","en","-0.7","low","","https://sickchirpse.com/","↗"
"skeptiko.com","very-low","574910","","Skeptiko","https://mediabiasfactcheck.com/skeptiko/","","CP","en","-0.6","low","Problematic","https://skeptiko.com/","↗"
"smobserved.com","low","974694","2011","Santa Monica Observer","https://mediabiasfactcheck.com/santa-monica-observer/","","FN","en","0.0","unknown","","https://www.smobserved.com/","↗"
"snanews.de","very-low","179211","","Sputnik Germany","https://mediabiasfactcheck.com/sputnik-news-agency-germany/","https://en.wikipedia.org/wiki/RT_(TV_network)","FN","de","-0.4","unknown","","https://snanews.de/","↗"
"snopes.news","very-low","20000000","2015","Snopes News","https://mediabiasfactcheck.com/snopes-news/","","CP","en","-0.5","low","","https://snopes.news/","↗"
"sonsof1776.com","low","1031627","2018","Sons of 1776","https://mediabiasfactcheck.com/sons-of-1776/","","FN","en","0.0","low","","https://sonsof1776.com/","↗"
"sonsoflibertymedia.com","low","113190","","Sons of Liberty Media","https://mediabiasfactcheck.com/fake-news/","","FN","en","","unknown","","https://sonsoflibertymedia.com/","↗"
"sott.net","low","24484","2004","Signs of the Times","https://mediabiasfactcheck.com/signs-of-the-times-sott/","","CP","en","-0.8","low","Problematic","https://www.sott.net/","↗"
"southfront.org","low","37014","2015","South Front","https://mediabiasfactcheck.com/south-front/","","CP","en","0.1","low","Unverified","https://southfront.org/","↗"
"space.news","very-low","4584279","","Space News","https://mediabiasfactcheck.com/space-news/","https://en.wikipedia.org/wiki/Natural_News","CP","en","0.0","low","Problematic","https://space.news/","↗"
"speech-point.com","low","20000000","2018","Speech Point","https://mediabiasfactcheck.com/speech-point/","","FN","en","-0.6","unknown","Unverified","http://www.speech-point.com/","↗"
"sputniknews.com","very-low","630","2011","Sputnik","https://mediabiasfactcheck.com/sputnik-news/","https://en.wikipedia.org/wiki/Sputnik_(news_agency)","FN","en","-0.1","low","Problematic","https://sputniknews.com/","↗"
"squawker.org","low","4140731","2017","Squawker","https://mediabiasfactcheck.com/squawker/","","FN","en","0.0","low","","https://squawker.org/","↗"
"staresattheworld.com","low","2208490","2009","Stares at the World","https://mediabiasfactcheck.com/stares-at-the-world/","","FN","en","0.0","unknown","","https://www.staresattheworld.com/","↗"
"stateofthenation.co","low","125516","2014","State of the Nation","https://mediabiasfactcheck.com/state-of-the-union-2012/","","FN","en","0.0","unknown","","https://stateofthenation.co/","↗"
"stateofthenation2012.com","low","108514","","State of the Nation 2012","https://mediabiasfactcheck.com/state-of-the-union-2012/","","FN","en","-0.9","unknown","Unverified","https://stateofthenation2012.com/","↗"
"stillnessinthestorm.com","low","84068","2015","Stillness in the Storm","https://mediabiasfactcheck.com/stillness-in-the-storm/","","CP","en","0.0","low","Problematic","https://stillnessinthestorm.com/","↗"
"stonecoldtruth.com","low","375390","2015","Stone Cold Truth","https://mediabiasfactcheck.com/stone-cold-truth/","","FN","en","0.2","unknown","","https://stonecoldtruth.com/","↗"
"stormcloudsgathering.com","low","1295672","2012","Storm Clouds Gathering","https://mediabiasfactcheck.com/storm-clouds-gathering/","","CP","en","-0.4","low","","https://stormcloudsgathering.com/","↗"
"stormfront.org","very-low","53395","1995","Stormfront","https://mediabiasfactcheck.com/stormfront/","https://en.wikipedia.org/wiki/Stormfront_(website)","CP","en","-0.4","low","Problematic","https://www.stormfront.org/forum/","↗"
"strategic-culture.org","very-low","138978","","Strategic Culture Foundation","https://mediabiasfactcheck.com/strategic-culture-foundation/","","FN","en","0.2","low","Unverified","https://www.strategic-culture.org/","↗"
"summit.news","low","50818","","Summit News","https://mediabiasfactcheck.com/summit-news/","","FN","en","-0.9","low","Unverified","https://summit.news/","↗"
"supplementreference.com","very-low","5487696","2006","SupplementReference.com","https://mediabiasfactcheck.com/supplementreference-com/","","CP","en","0.2","low","","https://supplementreference.com/","↗"
"supportisraelnow.com","low","4301173","2015","Support Israel Now","https://mediabiasfactcheck.com/support-israel-now/","","FN","en","-0.6","unknown","","https://www.supportisraelnow.com/","↗"
"survivalblog.com","low","133874","2005","SurvivalBlog.com","https://mediabiasfactcheck.com/survivalblog-com/","https://en.wikipedia.org/wiki/James_Wesley_Rawles","FN","en","0.8","unknown","","https://survivalblog.com/","↗"
"sustainablepulse.com","low","585841","2012","Sustainable Pulse","https://mediabiasfactcheck.com/sustainable-pulse/","","CP","en","0.3","low","Problematic","https://sustainablepulse.com/","↗"
"swampdrain.com","low","1175192","2016","SwampDrain.com","https://mediabiasfactcheck.com/swampdrain-com/","","FN","en","0.0","unknown","","https://swampdrain.com/","↗"
"swarajyamag.com","low","18044","2014","Swarajya","https://mediabiasfactcheck.com/swarajya/","https://en.wikipedia.org/wiki/Swarajya_(magazine)","FN","en","-0.8","low","Unverified","https://swarajyamag.com/","↗"
"syrianews.cc","low","878865","2011","Syria News","http://mediabiasfactcheck.com/syria-news/","","FN","en","0.0","low","Unverified","https://www.syrianews.cc/","↗"
"takimag.com","low","70587","2007","Taki's Magazine","https://mediabiasfactcheck.com/takis-magazine/","https://en.wikipedia.org/wiki/Taki%27s_Magazine","FN","en","-0.3","unknown","","https://www.takimag.com/","↗"
"talknetwork.com","very-low","7337096","","Talk Network","https://mediabiasfactcheck.com/talknetwork-com/","","CP","en","0.0","low","","https://talknetwork.com/","↗"
"teaparty.org","low","69876","2004","Tea Party","https://mediabiasfactcheck.com/tea-party-inc/","","FN","en","-0.7","unknown","Problematic","https://www.teaparty.org/","↗"
"technocracy.news","very-low","163980","","Technocracy News","https://mediabiasfactcheck.com/technocracy-news/","","CP","en","-1.0","low","Problematic","https://www.technocracy.news/","↗"
"tfp.org","low","535195","1997","American Society for the Defense of Tradition, Family, and Property","https://mediabiasfactcheck.com/american-society-defense-tradition-family-property/","https://en.wikipedia.org/wiki/American_Society_for_the_Defense_of_Tradition,_Family_and_Property","FN","en","0.2","low","","https://www.tfp.org/","↗"
"thealternativedaily.com","low","54778","","Alternative Daily","https://mediabiasfactcheck.com/alternative-daily-bias/","","CP","en","-0.3","unknown","Problematic","https://www.thealternativedaily.com/","↗"
"theamericanmirror.com","low","41184","2014","The American Mirror","https://mediabiasfactcheck.com/the-american-mirror/","","FN","en","-0.9","unknown","Problematic","https://www.theamericanmirror.com/","↗"
"theautomaticearth.com","low","747143","","The Automatic Earth","https://mediabiasfactcheck.com/the-automatic-earth/","","CP","en","-0.5","high","","https://www.theautomaticearth.com/","↗"
"thebeardedpatriot.com","low","690029","2013","The Bearded Patriot","https://mediabiasfactcheck.com/the-bearded-patriot/","","FN","en","0.0","low","Unverified","https://thebeardedpatriot.com/","↗"
"thebreakingnews.com","low","7086220","1999","The Breaking News","https://mediabiasfactcheck.com/thebreakingnews/","","FN","en","0.2","unknown","","https://thebreakingnews.com/","↗"
"thecoloradoherald.com","low","492001","","The Colorado Herald","https://mediabiasfactcheck.com/the-colorado-herald/","","FN","en","-0.6","unknown","Unverified","https://thecoloradoherald.com/","↗"
"thecommonsenseshow.com","very-low","86879","2012","The Common Sense Show","https://mediabiasfactcheck.com/the-common-sense-show/","","CP","en","-0.9","low","Problematic","https://thecommonsenseshow.com/","↗"
"theconservativecentral.com","low","4442184","2017","The Conservative Central","https://mediabiasfactcheck.com/the-conservative-central/","","FN","en","0.0","low","","https://theconservativecentral.com/","↗"
"theconservativetreehouse.com","low","20132","","The Last Refuge","https://mediabiasfactcheck.com/the-last-refuge/","","FN","en","-0.8","low","Problematic","https://theconservativetreehouse.com/","↗"
"thedailybell.com","low","552145","2008","The Daily Bell","https://mediabiasfactcheck.com/the-daily-bell/","","FN","en","0.5","low","","https://www.thedailybell.com/","↗"
"thedailyconspiracy.com","low","561490","2017","The Daily Conspiracy","https://mediabiasfactcheck.com/the-daily-conspiracy/","","CP","en","0.0","low","Problematic","https://thedailyconspiracy.com/","↗"
"thedailysheeple.com","low","106904","2010","The Daily Sheeple","https://mediabiasfactcheck.com/the-daily-sheeple/","","CP","en","-0.3","low","Problematic","https://www.thedailysheeple.com/","↗"
"thedcpatriot.com","low","167952","2019","The DC Patriot","https://mediabiasfactcheck.com/the-dc-patriot/","","FN","en","-1.0","unknown","Unverified","https://thedcpatriot.com/","↗"
"theduran.com","low","52229","2016","The Duran","https://mediabiasfactcheck.com/the-duran/","","FN","en","-0.4","low","Problematic","https://theduran.com/","↗"
"theexpose.uk","very-low","125672","2014","The Daily Expose","https://mediabiasfactcheck.com/the-daily-expose/","","CP","en","0.6","unknown","","https://theexpose.uk/","↗"
"thefederalistpapers.org","low","138049","","The Federalist Papers Project","https://mediabiasfactcheck.com/the-federalist-papers-project/","","FN","en","-0.7","low","Unverified","https://thefederalistpapers.org/","↗"
